"X","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff","mut_prob","pop_size","condition_num","genotype_a_x","genotype_b_x","starting_fitness_a_norm","starting_fitness_b_norm","avg_fitness_a_norm","avg_fitness_b_norm","sd_fitness_a_norm","sd_fitness_b_norm","is_signif","signif_marker","signif_text","text_x","x_min","x_max","y","text_y","mut_str","mut_factor"
293,48,32,1.482796,1.2658028,0.363296609965082,0.249279770377288,1.4343918664003e-05,8.60635119840182e-05,1.000002,1.000002,0,0.001,1000,3,2,1,1.000002,1.000002,1.482796,1.2658028,0.363296609965082,0.249279770377288,TRUE,"***","p < 0.001",1.45,1.1,1.9,0.85,0.81,"0.001 (base)","0.001 (base)"
339,56,60,1.7638444,1.77156,0.077156,0,0.843752354978745,1,1.000002,1.000002,0,0.001,1000,3,3,4,1.000002,1.000002,1.7638444,1.77156,0.077156,0,FALSE,"","p=1",3.45,3.9,3.1,0.85,0.81,"0.001 (base)","0.001 (base)"
340,56,48,1.7638444,1.482796,0.077156,0.363296609965082,6.03385474570192e-12,3.62031284742115e-11,1.000002,1.000002,0,0.001,1000,3,3,2,1.000002,1.000002,1.7638444,1.482796,0.077156,0.363296609965082,TRUE,"***","p < 0.001",2.45,2.1,2.9,0.85,0.81,"0.001 (base)","0.001 (base)"
362,60,62,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.001,1000,3,4,5,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.45,4.9,4.1,0.85,0.81,"0.001 (base)","0.001 (base)"
363,60,56,1.77156,1.7638444,0,0.077156,0.161087059510831,0.966522357064985,1.000002,1.000002,0,0.001,1000,3,4,3,1.000002,1.000002,1.77156,1.7638444,0,0.077156,FALSE,"","p=0.967",3.45,3.1,3.9,0.85,0.81,"0.001 (base)","0.001 (base)"
373,62,63,1.77156,1.77156,0,0,1,1,1.000002,1.77156,0.771558,0.001,1000,3,5,6,1.000002,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.9,5.1,0.85,0.81,"0.001 (base)","0.001 (base)"
374,62,60,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.001,1000,3,5,4,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.45,4.1,4.9,0.85,0.81,"0.001 (base)","0.001 (base)"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.000002,-0.771558,0.001,1000,3,6,5,1.77156,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.1,5.9,0.85,0.81,"0.001 (base)","0.001 (base)"
1,0,1,1.21846,1.331,0.157587520656512,0,0.999999999914947,1,1.000002,1.000002,0,5e-04,1000,1,0,-1,1.000002,1.000002,1.21846,1.331,0.157587520656512,0,FALSE,"","p=1",-0.55,-0.9,-0.1,0.95,0.91,"0.0005","0.0005"
6,0,32,1.21846,1.0717012,0.157587520656512,0.160146412147753,4.21046203957181e-11,2.52627722374309e-10,1.000002,1.000002,0,5e-04,1000,1,0,1,1.000002,1.000002,1.21846,1.0717012,0.157587520656512,0.160146412147753,TRUE,"***","p < 0.001",0.45,0.9,0.1,0.95,0.91,"0.0005","0.0005"
7,1,0,1.331,1.21846,0,0.157587520656512,8.71654176452017e-11,5.2299250587121e-10,1.000002,1.000002,0,5e-04,1000,1,-1,0,1.000002,1.000002,1.331,1.21846,0,0.157587520656512,TRUE,"***","p < 0.001",-0.55,-0.1,-0.9,0.95,0.91,"0.0005","0.0005"
8,1,3,1.331,1.331,0,0,1,1,1.000002,1.000002,0,5e-04,1000,1,-1,-2,1.000002,1.000002,1.331,1.331,0,0,FALSE,"","p=1",-1.55,-1.9,-1.1,0.95,0.91,"0.0005","0.0005"
20,3,1,1.331,1.331,0,0,1,1,1.000002,1.000002,0,5e-04,1000,1,-2,-1,1.000002,1.000002,1.331,1.331,0,0,FALSE,"","p=1",-1.55,-1.1,-1.9,0.95,0.91,"0.0005","0.0005"
21,3,7,1.331,1.331,0,0,1,1,1.000002,1.330998,0.330996,5e-04,1000,1,-2,-3,1.000002,1.330998,1.331,1.331,0,0,FALSE,"","p=1",-2.55,-2.9,-2.1,0.95,0.91,"0.0005","0.0005"
45,7,3,1.331,1.331,0,0,1,1,1.330998,1.000002,-0.330996,5e-04,1000,1,-3,-2,1.330998,1.000002,1.331,1.331,0,0,FALSE,"","p=1",-2.55,-2.1,-2.9,0.95,0.91,"0.0005","0.0005"
197,32,48,1.0717012,1.1532164,0.160146412147753,0.304551123828649,0.818924545128954,1,1.000002,1.000002,0,5e-04,1000,1,1,2,1.000002,1.000002,1.0717012,1.1532164,0.160146412147753,0.304551123828649,FALSE,"","p=1",1.45,1.9,1.1,0.95,0.91,"0.0005","0.0005"
198,32,0,1.0717012,1.21846,0.160146412147753,0.157587520656512,0.999999999958683,1,1.000002,1.000002,0,5e-04,1000,1,1,0,1.000002,1.000002,1.0717012,1.21846,0.160146412147753,0.157587520656512,FALSE,"","p=1",0.45,0.1,0.9,0.95,0.91,"0.0005","0.0005"
292,48,56,1.1532164,1.4706516,0.304551123828649,0.378224213222952,0.999999998101942,1,1.000002,1.000002,0,5e-04,1000,1,2,3,1.000002,1.000002,1.1532164,1.4706516,0.304551123828649,0.378224213222952,FALSE,"","p=1",2.45,2.9,2.1,0.95,0.91,"0.0005","0.0005"
293,48,32,1.1532164,1.0717012,0.304551123828649,0.160146412147753,0.182000057414348,1,1.000002,1.000002,0,5e-04,1000,1,2,1,1.000002,1.000002,1.1532164,1.0717012,0.304551123828649,0.160146412147753,FALSE,"","p=1",1.45,1.1,1.9,0.95,0.91,"0.0005","0.0005"
339,56,60,1.4706516,1.77156,0.378224213222952,0,0.999999999998105,1,1.000002,1.000002,0,5e-04,1000,1,3,4,1.000002,1.000002,1.4706516,1.77156,0.378224213222952,0,FALSE,"","p=1",3.45,3.9,3.1,0.95,0.91,"0.0005","0.0005"
340,56,48,1.4706516,1.1532164,0.378224213222952,0.304551123828649,1.93118230450478e-09,1.15870938270287e-08,1.000002,1.000002,0,5e-04,1000,1,3,2,1.000002,1.000002,1.4706516,1.1532164,0.378224213222952,0.304551123828649,TRUE,"***","p < 0.001",2.45,2.1,2.9,0.95,0.91,"0.0005","0.0005"
362,60,62,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,5e-04,1000,1,4,5,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.45,4.9,4.1,0.95,0.91,"0.0005","0.0005"
363,60,56,1.77156,1.4706516,0,0.378224213222952,1.943921410545e-12,1.166352846327e-11,1.000002,1.000002,0,5e-04,1000,1,4,3,1.000002,1.000002,1.77156,1.4706516,0,0.378224213222952,TRUE,"***","p < 0.001",3.45,3.1,3.9,0.95,0.91,"0.0005","0.0005"
373,62,63,1.77156,1.77156,0,0,1,1,1.000002,1.77156,0.771558,5e-04,1000,1,5,6,1.000002,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.9,5.1,0.95,0.91,"0.0005","0.0005"
374,62,60,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,5e-04,1000,1,5,4,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.45,4.1,4.9,0.95,0.91,"0.0005","0.0005"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.000002,-0.771558,5e-04,1000,1,6,5,1.77156,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.1,5.9,0.95,0.91,"0.0005","0.0005"
1,0,1,1.00993,1.1986,0.0567488272472603,0.162973134056637,1,1,1.000002,1.000002,0,1e-04,1000,2,0,-1,1.000002,1.000002,1.00993,1.1986,0.0567488272472603,0.162973134056637,FALSE,"","p=1",-0.55,-0.9,-0.1,0.9,0.86,"0.0001","0.0001"
6,0,32,1.00993,1,0.0567488272472603,0,0.0413688080390578,0.248212848234347,1.000002,1.000002,0,1e-04,1000,2,0,1,1.000002,1.000002,1.00993,1,0.0567488272472603,0,FALSE,"","p=0.248",0.45,0.9,0.1,0.9,0.86,"0.0001","0.0001"
7,1,0,1.1986,1.00993,0.162973134056637,0.0567488272472603,2.49594421022082e-18,1.49756652613249e-17,1.000002,1.000002,0,1e-04,1000,2,-1,0,1.000002,1.000002,1.1986,1.00993,0.162973134056637,0.0567488272472603,TRUE,"***","p < 0.001",-0.55,-0.1,-0.9,0.9,0.86,"0.0001","0.0001"
8,1,3,1.1986,1.331,0.162973134056637,0,0.999999999999138,1,1.000002,1.000002,0,1e-04,1000,2,-1,-2,1.000002,1.000002,1.1986,1.331,0.162973134056637,0,FALSE,"","p=1",-1.55,-1.9,-1.1,0.9,0.86,"0.0001","0.0001"
20,3,1,1.331,1.1986,0,0.162973134056637,8.8433067347033e-13,5.30598404082198e-12,1.000002,1.000002,0,1e-04,1000,2,-2,-1,1.000002,1.000002,1.331,1.1986,0,0.162973134056637,TRUE,"***","p < 0.001",-1.55,-1.1,-1.9,0.9,0.86,"0.0001","0.0001"
21,3,7,1.331,1.331,0,0,1,1,1.000002,1.330998,0.330996,1e-04,1000,2,-2,-3,1.000002,1.330998,1.331,1.331,0,0,FALSE,"","p=1",-2.55,-2.9,-2.1,0.9,0.86,"0.0001","0.0001"
45,7,3,1.331,1.331,0,0,1,1,1.330998,1.000002,-0.330996,1e-04,1000,2,-3,-2,1.330998,1.000002,1.331,1.331,0,0,FALSE,"","p=1",-2.55,-2.1,-2.9,0.9,0.86,"0.0001","0.0001"
197,32,48,1,1.0077156,0,0.077156,0.843752354978745,1,1.000002,1.000002,0,1e-04,1000,2,1,2,1.000002,1.000002,1,1.0077156,0,0.077156,FALSE,"","p=1",1.45,1.9,1.1,0.9,0.86,"0.0001","0.0001"
198,32,0,1,1.00993,0,0.0567488272472603,0.959648663953616,1,1.000002,1.000002,0,1e-04,1000,2,1,0,1.000002,1.000002,1,1.00993,0,0.0567488272472603,FALSE,"","p=1",0.45,0.1,0.9,0.9,0.86,"0.0001","0.0001"
292,48,56,1.0077156,1.0308624,0.077156,0.151955953248022,0.913061163337315,1,1.000002,1.000002,0,1e-04,1000,2,2,3,1.000002,1.000002,1.0077156,1.0308624,0.077156,0.151955953248022,FALSE,"","p=1",2.45,2.9,2.1,0.9,0.86,"0.0001","0.0001"
293,48,32,1.0077156,1,0.077156,0,0.161087059510831,0.966522357064985,1.000002,1.000002,0,1e-04,1000,2,2,1,1.000002,1.000002,1.0077156,1,0.077156,0,FALSE,"","p=0.967",1.45,1.1,1.9,0.9,0.86,"0.0001","0.0001"
339,56,60,1.0308624,1.4552204,0.151955953248022,0.381390649496118,1,1,1.000002,1.000002,0,1e-04,1000,2,3,4,1.000002,1.000002,1.0308624,1.4552204,0.151955953248022,0.381390649496118,FALSE,"","p=1",3.45,3.9,3.1,0.9,0.86,"0.0001","0.0001"
340,56,48,1.0308624,1.0077156,0.151955953248022,0.077156,0.088377578094445,0.53026546856667,1.000002,1.000002,0,1e-04,1000,2,3,2,1.000002,1.000002,1.0308624,1.0077156,0.151955953248022,0.077156,FALSE,"","p=0.53",2.45,2.1,2.9,0.9,0.86,"0.0001","0.0001"
362,60,62,1.4552204,1.77156,0.381390649496118,0,0.999999999999612,1,1.000002,1.000002,0,1e-04,1000,2,4,5,1.000002,1.000002,1.4552204,1.77156,0.381390649496118,0,FALSE,"","p=1",4.45,4.9,4.1,0.9,0.86,"0.0001","0.0001"
363,60,56,1.4552204,1.0308624,0.381390649496118,0.151955953248022,3.41691504939812e-17,2.05014902963887e-16,1.000002,1.000002,0,1e-04,1000,2,4,3,1.000002,1.000002,1.4552204,1.0308624,0.381390649496118,0.151955953248022,TRUE,"***","p < 0.001",3.45,3.1,3.9,0.9,0.86,"0.0001","0.0001"
373,62,63,1.77156,1.77156,0,0,1,1,1.000002,1.77156,0.771558,1e-04,1000,2,5,6,1.000002,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.9,5.1,0.9,0.86,"0.0001","0.0001"
374,62,60,1.77156,1.4552204,0,0.381390649496118,3.98516757023709e-13,2.39110054214226e-12,1.000002,1.000002,0,1e-04,1000,2,5,4,1.000002,1.000002,1.77156,1.4552204,0,0.381390649496118,TRUE,"***","p < 0.001",4.45,4.1,4.9,0.9,0.86,"0.0001","0.0001"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.000002,-0.771558,1e-04,1000,2,6,5,1.77156,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.1,5.9,0.9,0.86,"0.0001","0.0001"
1,0,1,1.353028,1.3486224,0.096501545996932,0.0867666996253677,0.368118719138784,1,1.000002,1.000002,0,0.005,1000,4,0,-1,1.000002,1.000002,1.353028,1.3486224,0.096501545996932,0.0867666996253677,FALSE,"","p=1",-0.55,-0.9,-0.1,0.8,0.76,"0.005","0.005"
6,0,32,1.353028,1.4499512,0.096501545996932,0.196576128853198,0.999988554319363,1,1.000002,1.000002,0,0.005,1000,4,0,1,1.000002,1.000002,1.353028,1.4499512,0.096501545996932,0.196576128853198,FALSE,"","p=1",0.45,0.9,0.1,0.8,0.76,"0.005","0.005"
7,1,0,1.3486224,1.353028,0.0867666996253677,0.096501545996932,0.634443344273216,1,1.000002,1.000002,0,0.005,1000,4,-1,0,1.000002,1.000002,1.3486224,1.353028,0.0867666996253677,0.096501545996932,FALSE,"","p=1",-0.55,-0.1,-0.9,0.8,0.76,"0.005","0.005"
8,1,3,1.3486224,1.3574336,0.0867666996253677,0.105154295517097,0.742314620947817,1,1.000002,1.000002,0,0.005,1000,4,-1,-2,1.000002,1.000002,1.3486224,1.3574336,0.0867666996253677,0.105154295517097,FALSE,"","p=1",-1.55,-1.9,-1.1,0.8,0.76,"0.005","0.005"
20,3,1,1.3574336,1.3486224,0.105154295517097,0.0867666996253677,0.259779569110535,1,1.000002,1.000002,0,0.005,1000,4,-2,-1,1.000002,1.000002,1.3574336,1.3486224,0.105154295517097,0.0867666996253677,FALSE,"","p=1",-1.55,-1.1,-1.9,0.8,0.76,"0.005","0.005"
21,3,7,1.3574336,1.3398112,0.105154295517097,0.0619891243846838,0.075477938954517,0.452867633727102,1.000002,1.330998,0.330996,0.005,1000,4,-2,-3,1.000002,1.330998,1.3574336,1.3398112,0.105154295517097,0.0619891243846838,FALSE,"","p=0.453",-2.55,-2.9,-2.1,0.8,0.76,"0.005","0.005"
45,7,3,1.3398112,1.3574336,0.0619891243846838,0.105154295517097,0.925540755314942,1,1.330998,1.000002,-0.330996,0.005,1000,4,-3,-2,1.330998,1.000002,1.3398112,1.3574336,0.0619891243846838,0.105154295517097,FALSE,"","p=1",-2.55,-2.1,-2.9,0.8,0.76,"0.005","0.005"
197,32,48,1.4499512,1.6966648,0.196576128853198,0.166322488044319,0.999999999999999,1,1.000002,1.000002,0,0.005,1000,4,1,2,1.000002,1.000002,1.4499512,1.6966648,0.196576128853198,0.166322488044319,FALSE,"","p=1",1.45,1.9,1.1,0.8,0.76,"0.005","0.005"
198,32,0,1.4499512,1.353028,0.196576128853198,0.096501545996932,1.16432630731579e-05,6.98595784389473e-05,1.000002,1.000002,0,0.005,1000,4,1,0,1.000002,1.000002,1.4499512,1.353028,0.196576128853198,0.096501545996932,TRUE,"***","p < 0.001",0.45,0.1,0.9,0.8,0.76,"0.005","0.005"
292,48,56,1.6966648,1.77156,0.166322488044319,0,0.999991540784678,1,1.000002,1.000002,0,0.005,1000,4,2,3,1.000002,1.000002,1.6966648,1.77156,0.166322488044319,0,FALSE,"","p=1",2.45,2.9,2.1,0.8,0.76,"0.005","0.005"
293,48,32,1.6966648,1.4499512,0.166322488044319,0.196576128853198,1.02607912644327e-15,6.15647475865962e-15,1.000002,1.000002,0,0.005,1000,4,2,1,1.000002,1.000002,1.6966648,1.4499512,0.166322488044319,0.196576128853198,TRUE,"***","p < 0.001",1.45,1.1,1.9,0.8,0.76,"0.005","0.005"
339,56,60,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.005,1000,4,3,4,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",3.45,3.9,3.1,0.8,0.76,"0.005","0.005"
340,56,48,1.77156,1.6966648,0,0.166322488044319,8.65449957543688e-06,5.19269974526213e-05,1.000002,1.000002,0,0.005,1000,4,3,2,1.000002,1.000002,1.77156,1.6966648,0,0.166322488044319,TRUE,"***","p < 0.001",2.45,2.1,2.9,0.8,0.76,"0.005","0.005"
362,60,62,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.005,1000,4,4,5,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.45,4.9,4.1,0.8,0.76,"0.005","0.005"
363,60,56,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.005,1000,4,4,3,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",3.45,3.1,3.9,0.8,0.76,"0.005","0.005"
373,62,63,1.77156,1.77156,0,0,1,1,1.000002,1.77156,0.771558,0.005,1000,4,5,6,1.000002,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.9,5.1,0.8,0.76,"0.005","0.005"
374,62,60,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.005,1000,4,5,4,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.45,4.1,4.9,0.8,0.76,"0.005","0.005"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.000002,-0.771558,0.005,1000,4,6,5,1.77156,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.1,5.9,0.8,0.76,"0.005","0.005"
1,0,1,1.4763848,1.4675736,0.208200533230185,0.204782508424441,0.381745907279706,1,1.000002,1.000002,0,0.01,1000,5,0,-1,1.000002,1.000002,1.4763848,1.4675736,0.208200533230185,0.204782508424441,FALSE,"","p=1",-0.55,-0.9,-0.1,0.75,0.71,"0.01","0.01"
6,0,32,1.4763848,1.55128,0.208200533230185,0.221389729945299,0.992554094674049,1,1.000002,1.000002,0,0.01,1000,5,0,1,1.000002,1.000002,1.4763848,1.55128,0.208200533230185,0.221389729945299,FALSE,"","p=1",0.45,0.9,0.1,0.75,0.71,"0.01","0.01"
7,1,0,1.4675736,1.4763848,0.204782508424441,0.208200533230185,0.619406612570124,1,1.000002,1.000002,0,0.01,1000,5,-1,0,1.000002,1.000002,1.4675736,1.4763848,0.204782508424441,0.208200533230185,FALSE,"","p=1",-0.55,-0.1,-0.9,0.75,0.71,"0.01","0.01"
8,1,3,1.4675736,1.4896016,0.204782508424441,0.212534140747487,0.772977449286704,1,1.000002,1.000002,0,0.01,1000,5,-1,-2,1.000002,1.000002,1.4675736,1.4896016,0.204782508424441,0.212534140747487,FALSE,"","p=1",-1.55,-1.9,-1.1,0.75,0.71,"0.01","0.01"
20,3,1,1.4896016,1.4675736,0.212534140747487,0.204782508424441,0.227924475406179,1,1.000002,1.000002,0,0.01,1000,5,-2,-1,1.000002,1.000002,1.4896016,1.4675736,0.212534140747487,0.204782508424441,FALSE,"","p=1",-1.55,-1.1,-1.9,0.75,0.71,"0.01","0.01"
21,3,7,1.4896016,1.4807904,0.212534140747487,0.209748513898589,0.384272450485449,1,1.000002,1.330998,0.330996,0.01,1000,5,-2,-3,1.000002,1.330998,1.4896016,1.4807904,0.212534140747487,0.209748513898589,FALSE,"","p=1",-2.55,-2.9,-2.1,0.75,0.71,"0.01","0.01"
45,7,3,1.4807904,1.4896016,0.209748513898589,0.212534140747487,0.616856958766497,1,1.330998,1.000002,-0.330996,0.01,1000,5,-3,-2,1.330998,1.000002,1.4807904,1.4896016,0.209748513898589,0.212534140747487,FALSE,"","p=1",-2.55,-2.1,-2.9,0.75,0.71,"0.01","0.01"
197,32,48,1.55128,1.749532,0.221389729945299,0.096501545996932,0.99999999999942,1,1.000002,1.000002,0,0.01,1000,5,1,2,1.000002,1.000002,1.55128,1.749532,0.221389729945299,0.096501545996932,FALSE,"","p=1",1.45,1.9,1.1,0.75,0.71,"0.01","0.01"
198,32,0,1.55128,1.4763848,0.221389729945299,0.208200533230185,0.0075050253263873,0.0450301519583238,1.000002,1.000002,0,0.01,1000,5,1,0,1.000002,1.000002,1.55128,1.4763848,0.221389729945299,0.208200533230185,TRUE,"*","p=0.045",0.45,0.1,0.9,0.75,0.71,"0.01","0.01"
292,48,56,1.749532,1.77156,0.096501545996932,0,0.988194582083774,1,1.000002,1.000002,0,0.01,1000,5,2,3,1.000002,1.000002,1.749532,1.77156,0.096501545996932,0,FALSE,"","p=1",2.45,2.9,2.1,0.75,0.71,"0.01","0.01"
293,48,32,1.749532,1.55128,0.096501545996932,0.221389729945299,5.93604148494033e-13,3.5616248909642e-12,1.000002,1.000002,0,0.01,1000,5,2,1,1.000002,1.000002,1.749532,1.55128,0.096501545996932,0.221389729945299,TRUE,"***","p < 0.001",1.45,1.1,1.9,0.75,0.71,"0.01","0.01"
339,56,60,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.01,1000,5,3,4,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",3.45,3.9,3.1,0.75,0.71,"0.01","0.01"
340,56,48,1.77156,1.749532,0,0.096501545996932,0.0120865190750992,0.0725191144505949,1.000002,1.000002,0,0.01,1000,5,3,2,1.000002,1.000002,1.77156,1.749532,0,0.096501545996932,FALSE,"","p=0.073",2.45,2.1,2.9,0.75,0.71,"0.01","0.01"
362,60,62,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.01,1000,5,4,5,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.45,4.9,4.1,0.75,0.71,"0.01","0.01"
363,60,56,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.01,1000,5,4,3,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",3.45,3.1,3.9,0.75,0.71,"0.01","0.01"
373,62,63,1.77156,1.77156,0,0,1,1,1.000002,1.77156,0.771558,0.01,1000,5,5,6,1.000002,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.9,5.1,0.75,0.71,"0.01","0.01"
374,62,60,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.01,1000,5,5,4,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.45,4.1,4.9,0.75,0.71,"0.01","0.01"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.000002,-0.771558,0.01,1000,5,6,5,1.77156,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",5.45,5.1,5.9,0.75,0.71,"0.01","0.01"
