"X","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff","mut_prob","pop_size","condition_num","genotype_a_x","genotype_b_x","starting_fitness_a_norm","starting_fitness_b_norm","avg_fitness_a_norm","avg_fitness_b_norm","sd_fitness_a_norm","sd_fitness_b_norm","is_signif","signif_marker","signif_text","text_x","x_min","x_max","y","text_y","mut_str","mut_factor"
21,3,7,1.331,1.331,0,0,1,1,1.210002,1.330998,0.120996,5e-04,1000,2,-2,-3,1.210002,1.330998,1.331,1.331,0,0,FALSE,"","p=1",-2.5,-2.9,-2.1,0.9,0.86,"0.0005","0.0005"
45,7,3,1.331,1.331,0,0,1,1,1.330998,1.210002,-0.120996,5e-04,1000,2,-3,-2,1.330998,1.210002,1.331,1.331,0,0,FALSE,"","p=1",-2.5,-2.1,-2.9,0.9,0.86,"0.0005","0.0005"
197,32,48,1.77156,1.77156,0,0,1,1,1.099998,1.210002,0.110004,5e-04,1000,2,1,2,1.099998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.9,1.1,0.9,0.86,"0.0005","0.0005"
198,32,0,1.77156,1.5865248,0,0.218537569229197,1.7786414976606e-13,1.06718489859636e-12,1.099998,1.000002,-0.099996,5e-04,1000,2,1,0,1.099998,1.000002,1.77156,1.5865248,0,0.218537569229197,TRUE,"***","p < 0.001",0.5,0.1,0.9,0.9,0.86,"0.0005","0.0005"
292,48,56,1.77156,1.77156,0,0,1,1,1.210002,1.330998,0.120996,5e-04,1000,2,2,3,1.210002,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.9,2.1,0.9,0.86,"0.0005","0.0005"
293,48,32,1.77156,1.77156,0,0,1,1,1.210002,1.099998,-0.110004,5e-04,1000,2,2,1,1.210002,1.099998,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.1,1.9,0.9,0.86,"0.0005","0.0005"
339,56,60,1.77156,1.77156,0,0,1,1,1.330998,1.464102,0.133104,5e-04,1000,2,3,4,1.330998,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.9,3.1,0.9,0.86,"0.0005","0.0005"
340,56,48,1.77156,1.77156,0,0,1,1,1.330998,1.210002,-0.120996,5e-04,1000,2,3,2,1.330998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.1,2.9,0.9,0.86,"0.0005","0.0005"
362,60,62,1.77156,1.77156,0,0,1,1,1.464102,1.610508,0.146406,5e-04,1000,2,4,5,1.464102,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.9,0.86,"0.0005","0.0005"
363,60,56,1.77156,1.77156,0,0,1,1,1.464102,1.330998,-0.133104,5e-04,1000,2,4,3,1.464102,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.1,3.9,0.9,0.86,"0.0005","0.0005"
373,62,63,1.77156,1.77156,0,0,1,1,1.610508,1.77156,0.161052,5e-04,1000,2,5,6,1.610508,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.9,0.86,"0.0005","0.0005"
374,62,60,1.77156,1.77156,0,0,1,1,1.610508,1.464102,-0.146406,5e-04,1000,2,5,4,1.610508,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.9,0.86,"0.0005","0.0005"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.610508,-0.161052,5e-04,1000,2,6,5,1.77156,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.9,0.86,"0.0005","0.0005"
1,0,1,1.5556856,1.331,0.22134544757063,0,7.82040465909609e-17,4.69224279545766e-16,1.000002,1.099998,0.099996,1e-04,1000,1,0,-1,1.000002,1.099998,1.5556856,1.331,0.22134544757063,0,TRUE,"***","p < 0.001",-0.5,-0.9,-0.1,0.95,0.91,"0.0001","0.0001"
6,0,32,1.5556856,1.77156,0.22134544757063,0,1,1,1.000002,1.099998,0.099996,1e-04,1000,1,0,1,1.000002,1.099998,1.5556856,1.77156,0.22134544757063,0,FALSE,"","p=1",0.5,0.9,0.1,0.95,0.91,"0.0001","0.0001"
7,1,0,1.331,1.5556856,0,0.22134544757063,1,1,1.099998,1.000002,-0.099996,1e-04,1000,1,-1,0,1.099998,1.000002,1.331,1.5556856,0,0.22134544757063,FALSE,"","p=1",-0.5,-0.1,-0.9,0.95,0.91,"0.0001","0.0001"
8,1,3,1.331,1.331,0,0,1,1,1.099998,1.210002,0.110004,1e-04,1000,1,-1,-2,1.099998,1.210002,1.331,1.331,0,0,FALSE,"","p=1",-1.5,-1.9,-1.1,0.95,0.91,"0.0001","0.0001"
20,3,1,1.331,1.331,0,0,1,1,1.210002,1.099998,-0.110004,1e-04,1000,1,-2,-1,1.210002,1.099998,1.331,1.331,0,0,FALSE,"","p=1",-1.5,-1.1,-1.9,0.95,0.91,"0.0001","0.0001"
21,3,7,1.331,1.331,0,0,1,1,1.210002,1.330998,0.120996,1e-04,1000,1,-2,-3,1.210002,1.330998,1.331,1.331,0,0,FALSE,"","p=1",-2.5,-2.9,-2.1,0.95,0.91,"0.0001","0.0001"
45,7,3,1.331,1.331,0,0,1,1,1.330998,1.210002,-0.120996,1e-04,1000,1,-3,-2,1.330998,1.210002,1.331,1.331,0,0,FALSE,"","p=1",-2.5,-2.1,-2.9,0.95,0.91,"0.0001","0.0001"
197,32,48,1.77156,1.77156,0,0,1,1,1.099998,1.210002,0.110004,1e-04,1000,1,1,2,1.099998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.9,1.1,0.95,0.91,"0.0001","0.0001"
198,32,0,1.77156,1.5556856,0,0.22134544757063,4.70614497692831e-16,2.82368698615698e-15,1.099998,1.000002,-0.099996,1e-04,1000,1,1,0,1.099998,1.000002,1.77156,1.5556856,0,0.22134544757063,TRUE,"***","p < 0.001",0.5,0.1,0.9,0.95,0.91,"0.0001","0.0001"
292,48,56,1.77156,1.77156,0,0,1,1,1.210002,1.330998,0.120996,1e-04,1000,1,2,3,1.210002,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.9,2.1,0.95,0.91,"0.0001","0.0001"
293,48,32,1.77156,1.77156,0,0,1,1,1.210002,1.099998,-0.110004,1e-04,1000,1,2,1,1.210002,1.099998,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.1,1.9,0.95,0.91,"0.0001","0.0001"
339,56,60,1.77156,1.77156,0,0,1,1,1.330998,1.464102,0.133104,1e-04,1000,1,3,4,1.330998,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.9,3.1,0.95,0.91,"0.0001","0.0001"
340,56,48,1.77156,1.77156,0,0,1,1,1.330998,1.210002,-0.120996,1e-04,1000,1,3,2,1.330998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.1,2.9,0.95,0.91,"0.0001","0.0001"
362,60,62,1.77156,1.77156,0,0,1,1,1.464102,1.610508,0.146406,1e-04,1000,1,4,5,1.464102,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.95,0.91,"0.0001","0.0001"
363,60,56,1.77156,1.77156,0,0,1,1,1.464102,1.330998,-0.133104,1e-04,1000,1,4,3,1.464102,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.1,3.9,0.95,0.91,"0.0001","0.0001"
373,62,63,1.77156,1.77156,0,0,1,1,1.610508,1.77156,0.161052,1e-04,1000,1,5,6,1.610508,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.95,0.91,"0.0001","0.0001"
374,62,60,1.77156,1.77156,0,0,1,1,1.610508,1.464102,-0.146406,1e-04,1000,1,5,4,1.610508,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.95,0.91,"0.0001","0.0001"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.610508,-0.161052,1e-04,1000,1,6,5,1.77156,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.95,0.91,"0.0001","0.0001"
1,0,1,1.7451264,1.353028,0.105154295517097,0.096501545996932,1.88457240914056e-36,1.13074344548433e-35,1.000002,1.099998,0.099996,0.005,1000,4,0,-1,1.000002,1.099998,1.7451264,1.353028,0.105154295517097,0.096501545996932,TRUE,"***","p < 0.001",-0.5,-0.9,-0.1,0.8,0.76,"0.005","0.005"
6,0,32,1.7451264,1.77156,0.105154295517097,0,0.993522233254022,1,1.000002,1.099998,0.099996,0.005,1000,4,0,1,1.000002,1.099998,1.7451264,1.77156,0.105154295517097,0,FALSE,"","p=1",0.5,0.9,0.1,0.8,0.76,"0.005","0.005"
7,1,0,1.353028,1.7451264,0.096501545996932,0.105154295517097,1,1,1.099998,1.000002,-0.099996,0.005,1000,4,-1,0,1.099998,1.000002,1.353028,1.7451264,0.096501545996932,0.105154295517097,FALSE,"","p=1",-0.5,-0.1,-0.9,0.8,0.76,"0.005","0.005"
8,1,3,1.353028,1.3354056,0.096501545996932,0.044056,0.0494951715137038,0.296971029082223,1.099998,1.210002,0.110004,0.005,1000,4,-1,-2,1.099998,1.210002,1.353028,1.3354056,0.096501545996932,0.044056,FALSE,"","p=0.297",-1.5,-1.9,-1.1,0.8,0.76,"0.005","0.005"
20,3,1,1.3354056,1.353028,0.044056,0.096501545996932,0.951345078907427,1,1.210002,1.099998,-0.110004,0.005,1000,4,-2,-1,1.210002,1.099998,1.3354056,1.353028,0.044056,0.096501545996932,FALSE,"","p=1",-1.5,-1.1,-1.9,0.8,0.76,"0.005","0.005"
21,3,7,1.3354056,1.353028,0.044056,0.096501545996932,0.951345078907427,1,1.210002,1.330998,0.120996,0.005,1000,4,-2,-3,1.210002,1.330998,1.3354056,1.353028,0.044056,0.096501545996932,FALSE,"","p=1",-2.5,-2.9,-2.1,0.8,0.76,"0.005","0.005"
45,7,3,1.353028,1.3354056,0.096501545996932,0.044056,0.0494951715137038,0.296971029082223,1.330998,1.210002,-0.120996,0.005,1000,4,-3,-2,1.330998,1.210002,1.353028,1.3354056,0.096501545996932,0.044056,FALSE,"","p=0.297",-2.5,-2.1,-2.9,0.8,0.76,"0.005","0.005"
197,32,48,1.77156,1.77156,0,0,1,1,1.099998,1.210002,0.110004,0.005,1000,4,1,2,1.099998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.9,1.1,0.8,0.76,"0.005","0.005"
198,32,0,1.77156,1.7451264,0,0.105154295517097,0.0066297982431008,0.0397787894586048,1.099998,1.000002,-0.099996,0.005,1000,4,1,0,1.099998,1.000002,1.77156,1.7451264,0,0.105154295517097,TRUE,"*","p=0.04",0.5,0.1,0.9,0.8,0.76,"0.005","0.005"
292,48,56,1.77156,1.77156,0,0,1,1,1.210002,1.330998,0.120996,0.005,1000,4,2,3,1.210002,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.9,2.1,0.8,0.76,"0.005","0.005"
293,48,32,1.77156,1.77156,0,0,1,1,1.210002,1.099998,-0.110004,0.005,1000,4,2,1,1.210002,1.099998,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.1,1.9,0.8,0.76,"0.005","0.005"
339,56,60,1.77156,1.77156,0,0,1,1,1.330998,1.464102,0.133104,0.005,1000,4,3,4,1.330998,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.9,3.1,0.8,0.76,"0.005","0.005"
340,56,48,1.77156,1.77156,0,0,1,1,1.330998,1.210002,-0.120996,0.005,1000,4,3,2,1.330998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.1,2.9,0.8,0.76,"0.005","0.005"
362,60,62,1.77156,1.77156,0,0,1,1,1.464102,1.610508,0.146406,0.005,1000,4,4,5,1.464102,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.8,0.76,"0.005","0.005"
363,60,56,1.77156,1.77156,0,0,1,1,1.464102,1.330998,-0.133104,0.005,1000,4,4,3,1.464102,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.1,3.9,0.8,0.76,"0.005","0.005"
373,62,63,1.77156,1.77156,0,0,1,1,1.610508,1.77156,0.161052,0.005,1000,4,5,6,1.610508,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.8,0.76,"0.005","0.005"
374,62,60,1.77156,1.77156,0,0,1,1,1.610508,1.464102,-0.146406,0.005,1000,4,5,4,1.610508,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.8,0.76,"0.005","0.005"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.610508,-0.161052,0.005,1000,4,6,5,1.77156,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.8,0.76,"0.005","0.005"
1,0,1,1.7671544,1.5028184,0.044056,0.215965653192887,2.8751756552937e-20,1.72510539317622e-19,1.000002,1.099998,0.099996,0.01,1000,5,0,-1,1.000002,1.099998,1.7671544,1.5028184,0.044056,0.215965653192887,TRUE,"***","p < 0.001",-0.5,-0.9,-0.1,0.75,0.71,"0.01","0.01"
6,0,32,1.7671544,1.77156,0.044056,0,0.843752354978745,1,1.000002,1.099998,0.099996,0.01,1000,5,0,1,1.000002,1.099998,1.7671544,1.77156,0.044056,0,FALSE,"","p=1",0.5,0.9,0.1,0.75,0.71,"0.01","0.01"
7,1,0,1.5028184,1.7671544,0.215965653192887,0.044056,1,1,1.099998,1.000002,-0.099996,0.01,1000,5,-1,0,1.099998,1.000002,1.5028184,1.7671544,0.215965653192887,0.044056,FALSE,"","p=1",-0.5,-0.1,-0.9,0.75,0.71,"0.01","0.01"
8,1,3,1.5028184,1.4763848,0.215965653192887,0.208200533230185,0.189375067779625,1,1.099998,1.210002,0.110004,0.01,1000,5,-1,-2,1.099998,1.210002,1.5028184,1.4763848,0.215965653192887,0.208200533230185,FALSE,"","p=1",-1.5,-1.9,-1.1,0.75,0.71,"0.01","0.01"
20,3,1,1.4763848,1.5028184,0.208200533230185,0.215965653192887,0.811419804371157,1,1.210002,1.099998,-0.110004,0.01,1000,5,-2,-1,1.210002,1.099998,1.4763848,1.5028184,0.208200533230185,0.215965653192887,FALSE,"","p=1",-1.5,-1.1,-1.9,0.75,0.71,"0.01","0.01"
21,3,7,1.4763848,1.4367344,0.208200533230185,0.189103637665763,0.0800565995268379,0.480339597161027,1.210002,1.330998,0.120996,0.01,1000,5,-2,-3,1.210002,1.330998,1.4763848,1.4367344,0.208200533230185,0.189103637665763,FALSE,"","p=0.48",-2.5,-2.9,-2.1,0.75,0.71,"0.01","0.01"
45,7,3,1.4367344,1.4763848,0.189103637665763,0.208200533230185,0.920407212565551,1,1.330998,1.210002,-0.120996,0.01,1000,5,-3,-2,1.330998,1.210002,1.4367344,1.4763848,0.189103637665763,0.208200533230185,FALSE,"","p=1",-2.5,-2.1,-2.9,0.75,0.71,"0.01","0.01"
197,32,48,1.77156,1.77156,0,0,1,1,1.099998,1.210002,0.110004,0.01,1000,5,1,2,1.099998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.9,1.1,0.75,0.71,"0.01","0.01"
198,32,0,1.77156,1.7671544,0,0.044056,0.161087059510831,0.966522357064985,1.099998,1.000002,-0.099996,0.01,1000,5,1,0,1.099998,1.000002,1.77156,1.7671544,0,0.044056,FALSE,"","p=0.967",0.5,0.1,0.9,0.75,0.71,"0.01","0.01"
292,48,56,1.77156,1.77156,0,0,1,1,1.210002,1.330998,0.120996,0.01,1000,5,2,3,1.210002,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.9,2.1,0.75,0.71,"0.01","0.01"
293,48,32,1.77156,1.77156,0,0,1,1,1.210002,1.099998,-0.110004,0.01,1000,5,2,1,1.210002,1.099998,1.77156,1.77156,0,0,FALSE,"","p=1",1.5,1.1,1.9,0.75,0.71,"0.01","0.01"
339,56,60,1.77156,1.77156,0,0,1,1,1.330998,1.464102,0.133104,0.01,1000,5,3,4,1.330998,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.9,3.1,0.75,0.71,"0.01","0.01"
340,56,48,1.77156,1.77156,0,0,1,1,1.330998,1.210002,-0.120996,0.01,1000,5,3,2,1.330998,1.210002,1.77156,1.77156,0,0,FALSE,"","p=1",2.5,2.1,2.9,0.75,0.71,"0.01","0.01"
362,60,62,1.77156,1.77156,0,0,1,1,1.464102,1.610508,0.146406,0.01,1000,5,4,5,1.464102,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.75,0.71,"0.01","0.01"
363,60,56,1.77156,1.77156,0,0,1,1,1.464102,1.330998,-0.133104,0.01,1000,5,4,3,1.464102,1.330998,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.1,3.9,0.75,0.71,"0.01","0.01"
373,62,63,1.77156,1.77156,0,0,1,1,1.610508,1.77156,0.161052,0.01,1000,5,5,6,1.610508,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.75,0.71,"0.01","0.01"
374,62,60,1.77156,1.77156,0,0,1,1,1.610508,1.464102,-0.146406,0.01,1000,5,5,4,1.610508,1.464102,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.75,0.71,"0.01","0.01"
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.610508,-0.161052,0.01,1000,5,6,5,1.77156,1.610508,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.75,0.71,"0.01","0.01"
