"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff"
"1",0,1,1.5556856,1.331,0.22134544757063,0,7.82040465909609e-17,4.69224279545766e-16,1.000002,1.099998,0.099996
"2",0,2,1.5556856,1.419112,0.22134544757063,0.177111783956239,2.46224847871922e-06,1.47734908723153e-05,1.000002,0,-1.000002
"3",0,4,1.5556856,1.53797,0.22134544757063,0.269540547913847,0.417503027682981,1,1.000002,0,-1.000002
"4",0,8,1.5556856,1.5612758,0.22134544757063,0.21909607844104,0.555287525583334,1,1.000002,0,-1.000002
"5",0,16,1.5556856,1.683448,0.22134544757063,0.177111783956239,0.999991628598743,1,1.000002,0,-1.000002
"6",0,32,1.5556856,1.77156,0.22134544757063,0,1,1,1.000002,1.099998,0.099996
"7",1,0,1.331,1.5556856,0,0.22134544757063,1,1,1.099998,1.000002,-0.099996
"8",1,3,1.331,1.331,0,0,1,1,1.099998,1.210002,0.110004
"9",1,5,1.331,1.31769,0,0.1331,0.161087059510831,0.966522357064985,1.099998,0,-1.099998
"10",1,9,1.331,1.331,0,0,1,1,1.099998,0,-1.099998
"11",1,17,1.331,1.3220956,0,0.140623621148401,0.502828003159459,1,1.099998,0,-1.099998
"12",1,33,1.331,1.5364527,0,0.219855964602792,0.999999999999997,1,1.099998,0,-1.099998
"13",2,3,1.419112,1.331,0.177111783956239,0,1.30148152420252e-06,7.80888914521515e-06,0,1.210002,1.210002
"14",2,0,1.419112,1.5556856,0.177111783956239,0.22134544757063,0.999997572141596,1,0,1.000002,1.000002
"15",2,6,1.419112,1.331,0.177111783956239,0,1.30148152420252e-06,7.80888914521515e-06,0,0,0
"16",2,10,1.419112,0.4128943,0.177111783956239,0.657283559344332,6.24150420140233e-22,3.7449025208414e-21,0,0,0
"17",2,18,1.419112,0.4114106,0.177111783956239,0.672576219302581,7.04765807182797e-20,4.22859484309678e-19,0,0,0
"18",2,34,1.419112,1.77156,0.177111783956239,0,1,1,0,0,0
"19",3,2,1.331,1.419112,0,0.177111783956239,0.999998728157031,1,1.210002,0,-1.210002
"20",3,1,1.331,1.331,0,0,1,1,1.210002,1.099998,-0.110004
"21",3,7,1.331,1.331,0,0,1,1,1.210002,1.330998,0.120996
"22",3,11,1.331,1.331,0,0,1,1,1.210002,0,-1.210002
"23",3,19,1.331,1.331,0,0,1,1,1.210002,0,-1.210002
"24",3,35,1.331,1.331,0,0,1,1,1.210002,0,-1.210002
"25",4,5,1.53797,1.31769,0.269540547913847,0.1331,9.73078102638361e-16,5.83846861583016e-15,0,0,0
