"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff"
"1",0,1,1.77156,1.77156,0,0,1,1,1.000002,0,-1.000002
"2",0,2,1.77156,1.77156,0,0,1,1,1.000002,0,-1.000002
"3",0,4,1.77156,1.77156,0,0,1,1,1.000002,0,-1.000002
"4",0,8,1.77156,1.77156,0,0,1,1,1.000002,0,-1.000002
"5",0,16,1.77156,1.77156,0,0,1,1,1.000002,0,-1.000002
"6",0,32,1.77156,1.77156,0,0,1,1,1.000002,1.099998,0.099996
"7",1,0,1.77156,1.77156,0,0,1,1,0,1.000002,1.000002
"8",1,3,1.77156,1.5965928,0,0.512703770336569,0.000185616080470586,0.00111369648282351,0,0,0
"9",1,5,1.77156,1.6878559,0,0.355472342875908,0.00365613770305694,0.0219368262183416,0,0,0
"10",1,9,1.77156,1.6037935,0,0.511565171912523,0.000337763178133187,0.00202657906879912,0,0,0
"11",1,17,1.77156,1.7463642,0,0.184324230281997,0.0413740077717892,0.248244046630735,0,0,0
"12",1,33,1.77156,1.77156,0,0,1,1,0,0,0
"13",2,3,1.77156,1.5965928,0,0.512703770336569,0.000185616080470586,0.00111369648282351,0,0,0
"14",2,0,1.77156,1.77156,0,0,1,1,0,1.000002,1.000002
"15",2,6,1.77156,1.7006323,0,0.311993327288316,0.00201894312208412,0.0121136587325047,0,0,0
"16",2,10,1.77156,1.6755018,0,0.390001698448464,0.00365516157768673,0.0219309694661204,0,0,0
"17",2,18,1.77156,1.7317232,0,0.252507539988953,0.0413727078384385,0.248236247030631,0,0,0
"18",2,34,1.77156,1.77156,0,0,1,1,0,0,0
"19",3,2,1.5965928,1.77156,0.512703770336569,0,0.999818536610624,1,0,0,0
"20",3,1,1.5965928,1.77156,0.512703770336569,0,0.999818536610624,1,0,0,0
"21",3,7,1.5965928,1.5281614,0.512703770336569,0.598645013675066,0.203906747609101,1,0,0,0
"22",3,11,1.5965928,1.5514926,0.512703770336569,0.578283394177155,0.32778077072053,1,0,0,0
"23",3,19,1.5965928,1.5011409,0.512703770336569,0.634720906563251,0.149208550075426,0.895251300452554,0,0,0
"24",3,35,1.5965928,1.6121196,0.512703770336569,0.509542272184824,0.735639119251493,1,0,0,0
"25",4,5,1.77156,1.6878559,0,0.355472342875908,0.00365613770305694,0.0219368262183416,0,0,0
"26",4,6,1.77156,1.7006323,0,0.311993327288316,0.00201894312208412,0.0121136587325047,0,0,0
"27",4,0,1.77156,1.77156,0,0,1,1,0,1.000002,1.000002
"28",4,12,1.77156,1.7006976,0,0.348902338814955,0.0222044902376714,0.133226941426029,0,0,0
"29",4,20,1.77156,1.7184132,0,0.303727952864521,0.0413688080390578,0.248212848234347,0,0,0
"30",4,36,1.77156,1.77156,0,0,1,1,0,0,0
"31",5,4,1.6878559,1.77156,0.355472342875908,0,0.9964268874288,1,0,0,0
"32",5,7,1.6878559,1.5281614,0.355472342875908,0.598645013675066,0.0205709350775267,0.12342561046516,0,0,0
"33",5,1,1.6878559,1.77156,0.355472342875908,0,0.9964268874288,1,0,0,0
"34",5,13,1.6878559,1.594404,0.355472342875908,0.534145437600183,0.202813696435754,1,0,0,0
"35",5,21,1.6878559,1.5666672,0.355472342875908,0.558081218226823,0.0713865243473158,0.428319146083895,0,0,0
"36",5,37,1.6878559,1.6652664,0.355472342875908,0.422841710019676,0.593817139951956,1,0,0,0
"37",6,7,1.7006323,1.5281614,0.311993327288316,0.598645013675066,0.0312244836838214,0.187346902102928,0,0,0
"38",6,4,1.7006323,1.77156,0.311993327288316,0,0.998026605914582,1,0,0,0
"39",6,2,1.7006323,1.77156,0.311993327288316,0,0.998026605914582,1,0,0,0
"40",6,14,1.7006323,1.5589728,0.311993327288316,0.578589073163329,0.140513634332133,0.8430818059928,0,0,0
"41",6,22,1.7006323,1.679761,0.311993327288316,0.387966633118276,0.595147690029374,1,0,0,0
"42",6,38,1.7006323,1.6596508,0.311993327288316,0.425138500673497,0.574289458752672,1,0,0,0
"43",7,6,1.5281614,1.7006323,0.598645013675066,0.311993327288316,0.969079030527831,1,0,0,0
"44",7,5,1.5281614,1.6878559,0.598645013675066,0.355472342875908,0.979647025419997,1,0,0,0
"45",7,3,1.5281614,1.5965928,0.598645013675066,0.512703770336569,0.797240522243659,1,0,0,0
"46",7,15,1.5281614,1.6361501,0.598645013675066,0.457340261025131,0.903225024023939,1,0,0,0
"47",7,23,1.5281614,1.6105091,0.598645013675066,0.509287691967999,0.891741931251515,1,0,0,0
"48",7,39,1.5281614,1.6414016,0.598645013675066,0.454649562343162,0.934740425200907,1,0,0,0
"49",8,9,1.77156,1.6037935,0,0.511565171912523,0.000337763178133187,0.00202657906879912,0,0,0
"50",8,10,1.77156,1.6755018,0,0.390001698448464,0.00365516157768673,0.0219309694661204,0,0,0
"51",8,12,1.77156,1.7006976,0,0.348902338814955,0.0222044902376714,0.133226941426029,0,0,0
"52",8,0,1.77156,1.77156,0,0,1,1,0,1.000002,1.000002
"53",8,24,1.77156,1.77156,0,0,1,1,0,0,0
"54",8,40,1.77156,1.77156,0,0,1,1,0,0,0
"55",9,8,1.6037935,1.77156,0.511565171912523,0,0.999669797308489,1,0,0,0
"56",9,11,1.6037935,1.5514926,0.511565171912523,0.578283394177155,0.257943494401012,1,0,0,0
"57",9,13,1.6037935,1.594404,0.511565171912523,0.534145437600183,0.573883741727449,1,0,0,0
"58",9,1,1.6037935,1.77156,0.511565171912523,0,0.999669797308489,1,0,0,0
"59",9,25,1.6037935,1.7006976,0.511565171912523,0.348902338814955,0.968211354306124,1,0,0,0
"60",9,41,1.6037935,1.7538444,0.511565171912523,0.177156,0.998492666162961,1,0,0,0
"61",10,11,1.6755018,1.5514926,0.390001698448464,0.578283394177155,0.0506128109903735,0.303676865942241,0,0,0
"62",10,8,1.6755018,1.77156,0.390001698448464,0,0.996427846372719,1,0,0,0
"63",10,14,1.6755018,1.5589728,0.390001698448464,0.578589073163329,0.104286497713314,0.625718986279882,0,0,0
"64",10,2,1.6755018,1.77156,0.390001698448464,0,0.996427846372719,1,0,0,0
"65",10,26,1.6755018,1.6990871,0.390001698448464,0.348943634032646,0.723671143282913,1,0,0,0
"66",10,42,1.6755018,1.7471288,0.390001698448464,0.188822221820131,0.956144276467693,1,0,0,0
"67",11,10,1.5514926,1.6755018,0.578283394177155,0.390001698448464,0.949864160224714,1,0,0,0
"68",11,9,1.5514926,1.6037935,0.578283394177155,0.511565171912523,0.743430833139939,1,0,0,0
"69",11,15,1.5514926,1.6361501,0.578283394177155,0.457340261025131,0.820963241338687,1,0,0,0
"70",11,3,1.5514926,1.5965928,0.578283394177155,0.512703770336569,0.673730467527406,1,0,0,0
"71",11,27,1.5514926,1.6298352,0.578283394177155,0.483033415571372,0.906248810931345,1,0,0,0
"72",11,43,1.5514926,1.7538444,0.578283394177155,0.177156,0.999746820538641,1,0,0,0
"73",12,13,1.7006976,1.594404,0.348902338814955,0.534145437600183,0.0488715128890119,0.293229077334072,0,0,0
"74",12,14,1.7006976,1.5589728,0.348902338814955,0.578589073163329,0.0188857938847065,0.113314763308239,0,0,0
"75",12,8,1.7006976,1.77156,0.348902338814955,0,0.978323141000339,1,0,0,0
"76",12,4,1.7006976,1.77156,0.348902338814955,0,0.978323141000339,1,0,0,0
"77",12,28,1.7006976,1.77156,0.348902338814955,0,0.978323141000339,1,0,0,0
"78",12,44,1.7006976,1.77156,0.348902338814955,0,0.978323141000339,1,0,0,0
"79",13,12,1.594404,1.7006976,0.534145437600183,0.348902338814955,0.951685855066158,1,0,0,0
"80",13,15,1.594404,1.6361501,0.534145437600183,0.457340261025131,0.529030425751511,1,0,0,0
"81",13,9,1.594404,1.6037935,0.534145437600183,0.511565171912523,0.427920312963684,1,0,0,0
"82",13,5,1.594404,1.6878559,0.534145437600183,0.355472342875908,0.798610520902978,1,0,0,0
"83",13,29,1.594404,1.7184132,0.534145437600183,0.303727952864521,0.977552441207674,1,0,0,0
"84",13,45,1.594404,1.7116976,0.534145437600183,0.309902504072725,0.954368571076101,1,0,0,0
"85",14,15,1.5589728,1.6361501,0.578589073163329,0.457340261025131,0.703270826116447,1,0,0,0
"86",14,12,1.5589728,1.7006976,0.578589073163329,0.348902338814955,0.981352713306247,1,0,0,0
"87",14,10,1.5589728,1.6755018,0.578589073163329,0.390001698448464,0.896580975683193,1,0,0,0
"88",14,6,1.5589728,1.7006323,0.578589073163329,0.311993327288316,0.860531810589148,1,0,0,0
"89",14,30,1.5589728,1.77156,0.578589073163329,0,0.999819436659065,1,0,0,0
"90",14,46,1.5589728,1.77156,0.578589073163329,0,0.999819436659065,1,0,0,0
"91",15,14,1.6361501,1.5589728,0.457340261025131,0.578589073163329,0.298289569763221,1,0,0,0
"92",15,13,1.6361501,1.594404,0.457340261025131,0.534145437600183,0.472839508633226,1,0,0,0
"93",15,11,1.6361501,1.5514926,0.457340261025131,0.578283394177155,0.180172718018541,1,0,0,0
"94",15,7,1.6361501,1.5281614,0.457340261025131,0.598645013675066,0.0974943588359825,0.584966153015895,0,0,0
"95",15,31,1.6361501,1.77156,0.457340261025131,0,0.999399441337735,1,0,0,0
"96",15,47,1.6361501,1.77156,0.457340261025131,0,0.999399441337735,1,0,0,0
"97",16,17,1.77156,1.7463642,0,0.184324230281997,0.0413740077717892,0.248244046630735,0,0,0
"98",16,18,1.77156,1.7317232,0,0.252507539988953,0.0413727078384385,0.248236247030631,0,0,0
"99",16,20,1.77156,1.7184132,0,0.303727952864521,0.0413688080390578,0.248212848234347,0,0,0
"100",16,24,1.77156,1.77156,0,0,1,1,0,0,0
"101",16,0,1.77156,1.77156,0,0,1,1,0,1.000002,1.000002
"102",16,48,1.77156,1.77156,0,0,1,1,0,1.210002,1.210002
"103",17,16,1.7463642,1.77156,0.184324230281997,0,0.959643534128563,1,0,0,0
"104",17,19,1.7463642,1.5011409,0.184324230281997,0.634720906563251,0.000411435254146529,0.00246861152487918,0,0,0
"105",17,21,1.7463642,1.5666672,0.184324230281997,0.558081218226823,0.00396151785435861,0.0237691071261517,0,0,0
"106",17,25,1.7463642,1.7006976,0.184324230281997,0.348902338814955,0.340680906860471,1,0,0,0
"107",17,1,1.7463642,1.77156,0.184324230281997,0,0.959643534128563,1,0,0,0
"108",17,49,1.7463642,1.77156,0.184324230281997,0,0.959643534128563,1,0,0,0
"109",18,19,1.7317232,1.5011409,0.252507539988953,0.634720906563251,0.000469790507311709,0.00281874304387025,0,0,0
"110",18,16,1.7317232,1.77156,0.252507539988953,0,0.959644816585649,1,0,0,0
"111",18,22,1.7317232,1.679761,0.252507539988953,0.387966633118276,0.0989279336587145,0.593567601952287,0,0,0
"112",18,26,1.7317232,1.6990871,0.252507539988953,0.348943634032646,0.235834369046036,1,0,0,0
"113",18,2,1.7317232,1.77156,0.252507539988953,0,0.959644816585649,1,0,0,0
"114",18,50,1.7317232,1.77156,0.252507539988953,0,0.959644816585649,1,0,0,0
"115",19,18,1.5011409,1.7317232,0.634720906563251,0.252507539988953,0.999538031019174,1,0,0,0
"116",19,17,1.5011409,1.7463642,0.634720906563251,0.184324230281997,0.999595479404112,1,0,0,0
"117",19,23,1.5011409,1.6105091,0.634720906563251,0.509287691967999,0.92524609220556,1,0,0,0
"118",19,27,1.5011409,1.6298352,0.634720906563251,0.483033415571372,0.970368142174792,1,0,0,0
"119",19,3,1.5011409,1.5965928,0.634720906563251,0.512703770336569,0.851718718119764,1,0,0,0
"120",19,51,1.5011409,1.7361288,0.634720906563251,0.249267870880085,0.99984051194197,1,0,0,0
"121",20,21,1.7184132,1.5666672,0.303727952864521,0.558081218226823,0.00492971703542348,0.0295783022125409,0,0,0
"122",20,22,1.7184132,1.679761,0.303727952864521,0.387966633118276,0.101757452234822,0.61054471340893,0,0,0
"123",20,16,1.7184132,1.77156,0.303727952864521,0,0.959648663953616,1,0,0,0
"124",20,28,1.7184132,1.77156,0.303727952864521,0,0.959648663953616,1,0,0,0
"125",20,4,1.7184132,1.77156,0.303727952864521,0,0.959648663953616,1,0,0,0
"126",20,52,1.7184132,1.77156,0.303727952864521,0,0.959648663953616,1,0,0,0
"127",21,20,1.5666672,1.7184132,0.558081218226823,0.303727952864521,0.9951440044094,1,0,0,0
"128",21,23,1.5666672,1.6105091,0.558081218226823,0.509287691967999,0.743405332997413,1,0,0,0
"129",21,17,1.5666672,1.7463642,0.558081218226823,0.184324230281997,0.996099093500752,1,0,0,0
"130",21,29,1.5666672,1.7184132,0.558081218226823,0.303727952864521,0.9951440044094,1,0,0,0
"131",21,5,1.5666672,1.6878559,0.558081218226823,0.355472342875908,0.92925154274632,1,0,0,0
"132",21,53,1.5666672,1.7248976,0.558081218226823,0.259949703313483,0.989763725768293,1,0,0,0
"133",22,23,1.679761,1.6105091,0.387966633118276,0.509287691967999,0.215159479707049,1,0,0,0
"134",22,20,1.679761,1.7184132,0.387966633118276,0.303727952864521,0.899388032512076,1,0,0,0
"135",22,18,1.679761,1.7317232,0.387966633118276,0.252507539988953,0.902194076355598,1,0,0,0
"136",22,30,1.679761,1.77156,0.387966633118276,0,0.996427952913694,1,0,0,0
"137",22,6,1.679761,1.7006323,0.387966633118276,0.311993327288316,0.406927475213039,1,0,0,0
"138",22,54,1.679761,1.77156,0.387966633118276,0,0.996427952913694,1,0,0,0
"139",23,22,1.6105091,1.679761,0.509287691967999,0.387966633118276,0.786315353160754,1,0,0,0
"140",23,21,1.6105091,1.5666672,0.509287691967999,0.558081218226823,0.2580200417653,1,0,0,0
"141",23,19,1.6105091,1.5011409,0.509287691967999,0.634720906563251,0.075337926100959,0.452027556605754,0,0,0
"142",23,31,1.6105091,1.77156,0.509287691967999,0,0.999400588346993,1,0,0,0
"143",23,7,1.6105091,1.5281614,0.509287691967999,0.598645013675066,0.109038839819299,0.654233038915794,0,0,0
"144",23,55,1.6105091,1.77156,0.509287691967999,0,0.999400588346993,1,0,0,0
"145",24,25,1.77156,1.7006976,0,0.348902338814955,0.0222044902376714,0.133226941426029,0,0,0
"146",24,26,1.77156,1.6990871,0,0.348943634032646,0.012090152726804,0.0725409163608238,0,0,0
"147",24,28,1.77156,1.77156,0,0,1,1,0,0,0
"148",24,16,1.77156,1.77156,0,0,1,1,0,0,0
