"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff"
"1",0,1,1.7668749,1.77156,0.0345642043334144,0,0.922899893924999,1,1.000002,0,-1.000002
"2",0,2,1.7668749,1.7684854,0.0345642043334144,0.030746,0.719129964651495,1,1.000002,0,-1.000002
"3",0,4,1.7668749,1.77156,0.0345642043334144,0,0.922899893924999,1,1.000002,0,-1.000002
"4",0,8,1.7668749,1.77156,0.0345642043334144,0,0.922899893924999,1,1.000002,0,-1.000002
"5",0,16,1.7668749,1.768339,0.0345642043334144,0.0226605876206494,0.506029296976616,1,1.000002,0,-1.000002
"6",0,32,1.7668749,1.77156,0.0345642043334144,0,0.922899893924999,1,1.000002,1.099998,0.099996
"7",1,0,1.77156,1.7668749,0,0.0345642043334144,0.0791704396768252,0.475022638060951,0,1.000002,1.000002
"8",1,3,1.77156,0.2500319,0,0.583200380061977,6.3252045021477e-38,3.79512270128862e-37,0,0,0
"9",1,5,1.77156,0.2590377,0,0.603225132609566,2.36864157283048e-37,1.42118494369829e-36,0,0,0
"10",1,9,1.77156,0.3222372,0,0.639275345427046,3.1862849477928e-36,1.91177096867568e-35,0,0,0
"11",1,17,1.77156,0.3207479,0,0.652075085721558,9.02790568290246e-36,5.41674340974147e-35,0,0,0
"12",1,33,1.77156,1.77156,0,0,1,1,0,0,0
"13",2,3,1.7684854,0.2500319,0.030746,0.583200380061977,1.24567058368367e-37,7.47402350210205e-37,0,0,0
"14",2,0,1.7684854,1.7668749,0.030746,0.0345642043334144,0.284795595301039,1,0,1.000002,1.000002
"15",2,6,1.7684854,0.3570537,0.030746,0.684589846848011,1.39808913453411e-33,8.38853480720465e-33,0,0,0
"16",2,10,1.7684854,0.2893869,0.030746,0.629875911787305,1.17359091657885e-35,7.04154549947307e-35,0,0,0
"17",2,18,1.7684854,0.3923959,0.030746,0.713106705937279,2.69066608146771e-31,1.61439964888063e-30,0,0,0
"18",2,34,1.7684854,1.7667285,0.030746,0.0276114762180401,0.161715026633308,0.970290159799846,0,0,0
"19",3,2,0.2500319,1.7684854,0.583200380061977,0.030746,1,1,0,0,0
"20",3,1,0.2500319,1.77156,0.583200380061977,0,1,1,0,0,0
"21",3,7,0.2500319,0.1045619,0.583200380061977,0.390638675020288,0.0216517204198064,0.129910322518839,0,0,0
"22",3,11,0.2500319,0.0920978,0.583200380061977,0.371894193630012,0.0120165689319936,0.0720994135919617,0,0,0
"23",3,19,0.2500319,0.0456666,0.583200380061977,0.262948141909727,0.00087456812030651,0.00524740872183906,0,0,0
"24",3,35,0.2500319,0.2847274,0.583200380061977,0.636088875471205,0.62687509007503,1,0,0,0
"25",4,5,1.77156,0.2590377,0,0.603225132609566,2.36864157283048e-37,1.42118494369829e-36,0,0,0
"26",4,6,1.77156,0.3570537,0,0.684589846848011,6.239999991686e-34,3.7439999950116e-33,0,0,0
"27",4,0,1.77156,1.7668749,0,0.0345642043334144,0.0791704396768252,0.475022638060951,0,1.000002,1.000002
"28",4,12,1.77156,0.5857129,0,0.810669081132139,5.95923742568233e-27,3.5755424554094e-26,0,0,0
"29",4,20,1.77156,0.5611166,0,0.79362791659596,6.41799623479245e-29,3.85079774087547e-28,0,0,0
"30",4,36,1.77156,1.77156,0,0,1,1,0,0,0
"31",5,4,0.2590377,1.77156,0.603225132609566,0,1,1,0,0,0
"32",5,7,0.2590377,0.1045619,0.603225132609566,0.390638675020288,0.0208549433802819,0.125129660281691,0,0,0
"33",5,1,0.2590377,1.77156,0.603225132609566,0,1,1,0,0,0
"34",5,13,0.2590377,0.1105129,0.603225132609566,0.407931684519528,0.0215286836784115,0.129172102070469,0,0,0
"35",5,21,0.2590377,0.0810978,0.603225132609566,0.357781308328217,0.00575590670159963,0.0345354402095978,0,0,0
"36",5,37,0.2590377,0.3933986,0.603225132609566,0.69412699188453,0.931378510021078,1,0,0,0
"37",6,7,0.3570537,0.1045619,0.684589846848011,0.390638675020288,0.00106670133169745,0.0064002079901847,0,0,0
"38",6,4,0.3570537,1.77156,0.684589846848011,0,1,1,0,0,0
"39",6,2,0.3570537,1.7684854,0.684589846848011,0.030746,1,1,0,0,0
"40",6,14,0.3570537,0.3747015,0.684589846848011,0.714946440660333,0.569866483010543,1,0,0,0
"41",6,22,0.3570537,0.3506057,0.684589846848011,0.68979102325424,0.47076240447903,1,0,0,0
