"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff"
"1",0,1,1.30783,1.331,0.0848791243921364,0,0.996431680795667,1,1.000002,1.000002,0
"2",0,2,1.30783,1.32438,0.0848791243921364,0.0465734523591119,0.955866881343156,1,1.000002,0,-1.000002
"3",0,4,1.30783,1.30452,0.0848791243921364,0.0902504349579602,0.395461391100528,1,1.000002,0,-1.000002
"4",0,8,1.30783,1.3254756,0.0848791243921364,0.0724550863362953,0.936763580797223,1,1.000002,0,-1.000002
"5",0,16,1.30783,1.3506976,0.0848791243921364,0.255198434200573,0.767955188676678,1,1.000002,0,-1.000002
"6",0,32,1.30783,1.2658028,0.0848791243921364,0.249279770377288,0.00280862250443224,0.0168517350265935,1.000002,1.000002,0
"7",1,0,1.331,1.30783,0,0.0848791243921364,0.00365125843977162,0.0219075506386297,1.000002,1.000002,0
"8",1,3,1.331,1.331,0,0,1,1,1.000002,1.000002,0
"9",1,5,1.331,1.331,0,0,1,1,1.000002,0,-1.000002
"10",1,9,1.331,1.331,0,0,1,1,1.000002,0,-1.000002
"11",1,17,1.331,1.331,0,0,1,1,1.000002,0,-1.000002
"12",1,33,1.331,1.3121892,0,0.173108308932806,0.0360482440476947,0.216289464286168,1.000002,0,-1.000002
"13",2,3,1.32438,1.331,0.0465734523591119,0,0.922902494644706,1,0,1.000002,1.000002
"14",2,0,1.32438,1.30783,0.0465734523591119,0.0848791243921364,0.0447717924563009,0.268630754737806,0,1.000002,1.000002
"15",2,6,1.32438,1.331,0.0465734523591119,0,0.922902494644706,1,0,0,0
"16",2,10,1.32438,1.3705108,0.0465734523591119,0.245887687121868,0.983130296438603,1,0,0,0
"17",2,18,1.32438,1.3705576,0.0465734523591119,0.239368930707645,0.878265440622399,1,0,0,0
"18",2,34,1.32438,1.2735184,0.0465734523591119,0.252884094433826,0.000617710562286068,0.00370626337371641,0,0,0
"19",3,2,1.331,1.32438,0,0.0465734523591119,0.0791678125549835,0.475006875329901,1.000002,0,-1.000002
"20",3,1,1.331,1.331,0,0,1,1,1.000002,1.000002,0
"21",3,7,1.331,1.331,0,0,1,1,1.000002,1.330998,0.330996
"22",3,11,1.331,1.331,0,0,1,1,1.000002,0,-1.000002
"23",3,19,1.331,1.331,0,0,1,1,1.000002,0,-1.000002
"24",3,35,1.331,1.331,0,0,1,1,1.000002,0,-1.000002
"25",4,5,1.30452,1.331,0.0902504349579602,0,0.998031243151838,1,0,0,0
"26",4,6,1.30452,1.331,0.0902504349579602,0,0.998031243151838,1,0,0,0
"27",4,0,1.30452,1.30783,0.0902504349579602,0.0848791243921364,0.606600010570566,1,0,1.000002,1.000002
"28",4,12,1.30452,1.509392,0.0902504349579602,0.250437708652574,0.99999999998434,1,0,0,0
"29",4,20,1.30452,1.4752196,0.0902504349579602,0.267480941550548,0.999999932783427,1,0,0,0
"30",4,36,1.30452,1.294474,0.0902504349579602,0.249734663969339,0.0741385359929998,0.444831215957999,0,0,0
"31",5,4,1.331,1.30452,0,0.0902504349579602,0.00201422060184952,0.0120853236110971,0,0,0
"32",5,7,1.331,1.331,0,0,1,1,0,1.330998,1.330998
"33",5,1,1.331,1.331,0,0,1,1,0,1.000002,1.000002
"34",5,13,1.331,1.4223988,0,0.199935609550231,0.999986210507975,1,0,0,0
"35",5,21,1.331,1.4751728,0,0.273348164616395,0.999999997890639,1,0,0,0
"36",5,37,1.331,1.3285996,0,0.263016161610889,0.29033144479227,1,0,0,0
"37",6,7,1.331,1.331,0,0,1,1,0,1.330998,1.330998
"38",6,4,1.331,1.30452,0,0.0902504349579602,0.00201422060184952,0.0120853236110971,0,0,0
"39",6,2,1.331,1.32438,0,0.0465734523591119,0.0791678125549835,0.475006875329901,0,0,0
"40",6,14,1.331,1.5116064,0,0.240295983865017,0.999999999977814,1,0,0,0
"41",6,22,1.331,1.4741472,0,0.241830124791613,0.999999943772878,1,0,0,0
"42",6,38,1.331,1.4763152,0,0.27256714557968,0.999998861766472,1,0,0,0
"43",7,6,1.331,1.331,0,0,1,1,1.330998,0,-1.330998
"44",7,5,1.331,1.331,0,0,1,1,1.330998,0,-1.330998
"45",7,3,1.331,1.331,0,0,1,1,1.330998,1.000002,-0.330996
"46",7,15,1.331,1.331,0,0,1,1,1.330998,0,-1.330998
"47",7,23,1.331,1.331,0,0,1,1,1.330998,0,-1.330998
"48",7,39,1.331,1.331,0,0,1,1,1.330998,0,-1.330998
"49",8,9,1.3254756,1.331,0.0724550863362953,0,0.844379953834846,1,0,0,0
"50",8,10,1.3254756,1.3705108,0.0724550863362953,0.245887687121868,0.979584259294912,1,0,0,0
"51",8,12,1.3254756,1.509392,0.0724550863362953,0.250437708652574,0.999999999766875,1,0,0,0
"52",8,0,1.3254756,1.30783,0.0724550863362953,0.0848791243921364,0.0640079188920754,0.384047513352452,0,1.000002,1.000002
"53",8,24,1.3254756,1.77156,0.0724550863362953,0,1,1,0,0,0
"54",8,40,1.3254756,1.507108,0.0724550863362953,0.314063277443231,0.999999712523328,1,0,0,0
"55",9,8,1.331,1.3254756,0,0.0724550863362953,0.158039614692781,0.948237688156687,0,0,0
"56",9,11,1.331,1.331,0,0,1,1,0,0,0
"57",9,13,1.331,1.4223988,0,0.199935609550231,0.999986210507975,1,0,0,0
"58",9,1,1.331,1.331,0,0,1,1,0,1.000002,1.000002
"59",9,25,1.331,1.5391356,0,0.2485211003554,0.99999999999969,1,0,0,0
"60",9,41,1.331,1.4674808,0,0.28843497959488,0.999981659255696,1,0,0,0
"61",10,11,1.3705108,1.331,0.245887687121868,0,0.0320713218051062,0.192427930830637,0,0,0
