"","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff"
"1",0,1,1.00993,1.1986,0.0567488272472603,0.162973134056637,1,1,1.000002,1.000002,0
"2",0,2,1.00993,1.16881,0.0567488272472603,0.166300488346374,0.999999999999988,1,1.000002,0,-1.000002
"3",0,4,1.00993,0.99993,0.0567488272472603,0.115849192722891,0.356282210241028,1,1.000002,0,-1.000002
"4",0,8,1.00993,1.01324,0.0567488272472603,0.0651892536226546,0.650856011104248,1,1.000002,0,-1.000002
"5",0,16,1.00993,1.00662,0.0567488272472603,0.0465734523591119,0.327343908059907,1,1.000002,0,-1.000002
"6",0,32,1.00993,1,0.0567488272472603,0,0.0413688080390578,0.248212848234347,1.000002,1.000002,0
"7",1,0,1.1986,1.00993,0.162973134056637,0.0567488272472603,2.49594421022082e-18,1.49756652613249e-17,1.000002,1.000002,0
"8",1,3,1.1986,1.331,0.162973134056637,0,0.999999999999138,1,1.000002,1.000002,0
"9",1,5,1.1986,1.25156,0.162973134056637,0.142076684372997,0.992256745310111,1,1.000002,0,-1.000002
"10",1,9,1.1986,1.17874,0.162973134056637,0.165800636033433,0.196719266867743,1,1.000002,0,-1.000002
"11",1,17,1.1986,1.17874,0.162973134056637,0.165800636033433,0.196719266867743,1,1.000002,0,-1.000002
"12",1,33,1.1986,1.05958,0.162973134056637,0.127806686409237,6.30896154011604e-10,3.78537692406962e-09,1.000002,0,-1.000002
"13",2,3,1.16881,1.331,0.166300488346374,0,1,1,0,1.000002,1.000002
"14",2,0,1.16881,1.00993,0.166300488346374,0.0567488272472603,1.22614252858003e-14,7.35685517148015e-14,0,1.000002,1.000002
"15",2,6,1.16881,1.331,0.166300488346374,0,1,1,0,0,0
"16",2,10,1.16881,0.2830068,0.166300488346374,0.522574779494183,3.88640112137003e-24,2.33184067282202e-23,0,0,0
"17",2,18,1.16881,0.37965,0.166300488346374,0.551947907346556,2.38066609819301e-19,1.42839965891581e-18,0,0,0
