1,3.369157
2,2.1705929999999998
3,3.643900000000001
4,2.092763
5,3.0467980000000003
6,2.129381
7,3.602688
8,2.720544
9,3.674579
10,2.476015
11,3.949322
12,2.6592059999999997
13,3.613241
14,2.6958240000000004
15,4.169131
16,3.25696
17,4.2109950000000005
18,3.012431
19,4.4857380000000004
20,2.9346010000000002
21,3.8886360000000004
22,2.971219
23,4.444526
24,3.245503
25,4.1995379999999995
26,3.000974
27,4.4742809999999995
28,3.184165
29,4.1382
30,3.220783
31,4.69409
32,2.3384539999999996
33,2.9786300000000003
34,2.0939249999999996
35,3.2533730000000007
36,2.016095
37,2.6562710000000003
38,2.052713
39,3.2121610000000005
40,2.6438759999999997
41,3.284052
42,2.3993469999999997
43,3.558795
44,2.5825380000000004
45,3.2227140000000003
46,2.6191560000000003
47,3.7786040000000005
48,3.510332
49,4.150508
50,3.265803
51,4.425251
52,3.1879730000000004
53,3.8281490000000002
54,3.224591
55,4.384039
56,3.498875
57,4.139050999999999
58,3.254346
59,4.413793999999999
60,3.437537
61,4.077713
62,3.4741549999999997
63,4.633603
